timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,sma_50,ema_21,atr,body,upper_wick,lower_wick,return_1,return_3,rolling_std,volume_rolling,volume_spike,price_above_ema,rsi_oversold,macd_cross_up,volatility,momentum_3,predicted_return,buy_signal,label
2025-07-10 13:16:00,110920.0,110939.47,110919.99,110939.46,4.158,61.743059894354964,12.873807895375649,9.286381404061054,3.587426491314595,110860.4368,110881.69521622424,25.07498799426858,19.460000000006403,0.00999999999476131,0.00999999999476131,0.00017544175982697752,0.0006030344738015003,36.5536052181662,4.528332499999999,0,1,0,0,19.479999999995925,66.86000000000058,0.0,False,0
2025-07-10 13:17:00,110939.47,110939.47,110910.46,110910.47,6.77309,55.62195677400568,13.469945454489789,10.1230942141468,3.346851240342989,110860.88399999999,110884.3111056584,25.35606028039188,29.0,0.0,0.00999999999476131,-0.00026131369307191843,9.5762077225503e-05,35.708786982740904,4.719424500000001,0,1,0,0,29.00999999999476,10.619999999995343,0.0,False,1
2025-07-10 13:18:00,110910.46,110928.11,110884.0,110928.11,6.54819,58.32908971618229,15.190680630941642,11.136611497505768,4.054069133435874,110860.99699999999,110888.29282332583,26.69562740322107,17.64999999999418,0.0,26.460000000006403,0.00015904720266712857,7.311575910562418e-05,37.190660058093265,4.466226499999999,0,1,0,0,44.11000000000058,8.110000000000582,0.0,False,1
2025-07-10 13:19:00,110928.1,110948.54,110928.1,110937.44,2.60644,59.72838144122325,17.109995306149358,12.331288259234487,4.778707046914871,110861.31780000002,110892.76074847802,26.248796874418694,9.339999999996508,11.099999999991269,0.0,8.410852758600207e-05,-1.820812901021096e-05,39.894795553103435,4.547181,0,1,0,0,20.439999999987776,-2.0200000000040745,0.0,False,1
2025-07-10 13:20:00,110937.44,110937.99,110913.52,110937.99,14.03098,59.81404877690144,18.462620817444986,13.557554770876587,4.905066046568399,110861.64959999999,110896.87249861637,26.12173995481744,0.5500000000029104,0.0,23.919999999998254,4.957749160316993e-06,0.0002481280622108617,38.85404038767117,4.9706600000000005,1,1,0,0,24.470000000001164,27.520000000004075,0.0,False,1
2025-07-10 13:21:00,110938.0,110967.08,110937.99,110954.0,2.54867,62.32632554305174,20.589120909542544,14.963867998609778,5.625252910932765,110863.51479999999,110902.06590783306,26.333758529473084,16.0,13.080000000001746,0.00999999999476131,0.00014431485553312307,0.00023339440291558766,34.97996266122754,4.937234500000001,0,1,0,0,29.089999999996508,25.889999999999418,0.0,False,1
2025-07-10 13:22:00,110954.0,111000.0,110953.99,110980.01,29.97771,66.04069983284788,24.09542017361673,16.790178433611167,7.305241740005563,110866.2332,110909.15173439369,27.739204348796058,26.00999999999476,19.99000000000524,0.00999999999476131,0.00023442147196139906,0.0003837297850031174,29.691338823222996,6.188548,1,1,0,0,46.00999999999476,42.56999999999243,0.0,False,0
2025-07-10 13:23:00,110980.0,110980.01,110973.34,110973.35,2.64753,64.29275281118791,26.03664700248919,18.639472147386773,7.397174855102417,110869.20240000001,110914.98794035788,26.234261181024785,6.649999999994179,0.00999999999476131,0.010000000009313226,-6.0010807351629225e-05,0.0003187366203407649,25.62116564277007,5.5924055,0,1,0,0,6.669999999998254,35.36000000000058,0.0,False,0
2025-07-10 13:24:00,110973.35,110973.35,110960.08,110965.18,4.94018,62.12062717575301,26.609099395442172,20.233397596997854,6.375701798444318,110871.4216,110919.5508548708,25.308242525237592,8.170000000012806,0.0,5.099999999991269,-7.362127934329443e-05,0.00010076247814394534,22.987052611934818,5.524354499999999,0,1,0,0,13.270000000004075,11.179999999993015,0.0,False,0
2025-07-10 13:25:00,110965.18,110965.19,110950.26,110950.27,0.75794,58.25269197316151,25.564962673175614,21.299710612233405,4.26525206094221,110873.6624,110922.343504428,24.56693948772116,14.90999999998894,0.010000000009313226,0.010000000009313226,-0.00013436647423981096,-0.0002679761877836251,21.320158327683952,5.441446,0,1,0,0,14.930000000007567,-29.739999999990687,0.0,False,1
